competencia;municipio;secao;admissoes;desligamentos;saldomovimentacao
202202;352280;D;0;1;-1
202202;352280;F;0;2;-2
202202;352280;G;26;26;0
202202;352280;H;0;2;-2
202202;352280;I;3;2;1
202202;352280;J;1;0;1
202202;352280;K;1;0;1
202202;352280;M;1;2;-1
202202;352280;N;2;3;-1
202202;352280;P;16;2;14
202202;352280;Q;1;3;-2
202202;352280;S;5;1;4
202202;352290;A;6;7;-1
202202;352290;C;126;109;17
202202;352290;G;44;75;-31
202202;352290;H;7;12;-5
202202;352290;I;3;1;2
202202;352290;L;0;3;-3
202202;352290;M;6;6;0
202202;352290;P;8;2;6
202202;352290;S;2;0;2
202202;352300;A;2;1;1
202202;352300;F;4;0;4
202202;352300;G;3;2;1
202202;352300;H;1;0;1
202202;352300;M;5;1;4
202202;352300;N;33;3;30
202202;352300;Q;0;1;-1
202202;352310;A;0;5;-5
202202;352310;C;557;557;0
202202;352310;E;21;35;-14
202202;352310;F;174;119;55
202202;352310;G;575;557;18
202202;352310;H;69;93;-24
202202;352310;I;53;54;-1
202202;352310;J;24;16;8
202202;352310;K;14;12;2
202202;352310;L;3;5;-2
202202;352310;M;33;21;12
202202;352310;N;369;426;-57
202202;352310;O;0;1;-1
202202;352310;P;81;44;37
202202;352310;Q;65;39;26
202202;352310;R;3;2;1
202202;352310;S;105;25;80
202202;352320;A;58;33;25
202202;352320;C;30;33;-3
202202;352320;D;0;1;-1
202202;352320;E;0;1;-1
202202;352320;F;12;8;4
202202;352320;G;140;121;19
202202;352320;H;11;18;-7
202202;352320;I;14;26;-12
202202;352320;K;4;1;3
202202;352320;L;1;2;-1
202202;352320;M;9;5;4
202202;352320;N;15;7;8
202202;352320;P;14;6;8
202202;352320;Q;7;7;0
202202;352320;R;1;0;1
202202;352320;S;13;13;0
202202;352330;A;16;17;-1
202202;352330;B;1;0;1
202202;352330;C;0;4;-4
202202;352330;F;0;1;-1
202202;352330;G;15;19;-4
202202;352330;H;10;8;2
202202;352330;I;4;0;4
202202;352330;M;4;1;3
202202;352330;N;1;2;-1
202202;352330;O;1;0;1
202202;352330;P;1;0;1
202202;352330;S;1;0;1
202202;352340;A;14;9;5
202202;352340;B;2;2;0
202202;352340;C;300;301;-1
202202;352340;E;31;5;26
202202;352340;F;214;140;74
202202;352340;G;296;279;17
202202;352340;H;45;34;11
202202;352340;I;81;77;4
202202;352340;J;8;12;-4
202202;352340;K;5;5;0
202202;352340;L;2;2;0
202202;352340;M;47;39;8
202202;352340;N;305;266;39
202202;352340;O;1;1;0
202202;352340;P;185;38;147
202202;352340;Q;59;53;6
202202;352340;R;12;8;4
202202;352340;S;23;18;5
202202;352350;A;37;48;-11
202202;352350;B;0;2;-2
202202;352350;C;10;33;-23
202202;352350;E;1;0;1
202202;352350;F;23;10;13
202202;352350;G;35;43;-8
202202;352350;H;1;8;-7
202202;352350;I;7;8;-1
202202;352350;J;5;2;3
202202;352350;K;2;0;2
202202;352350;M;1;0;1
202202;352350;P;3;6;-3
202202;352350;Q;0;2;-2
202202;352350;S;1;1;0
202202;352360;A;53;45;8
202202;352360;B;1;0;1
202202;352360;C;26;9;17
202202;352360;F;0;1;-1
202202;352360;G;15;25;-10
202202;352360;H;331;83;248
202202;352360;I;9;6;3
202202;352360;J;7;0;7
202202;352360;K;4;1;3
202202;352360;L;1;1;0
202202;352360;N;26;153;-127
202202;352360;O;44;8;36
202202;352360;P;1;1;0
202202;352360;Q;0;1;-1
202202;352360;R;0;1;-1
202202;352360;S;3;1;2
202202;352370;A;36;9;27
202202;352370;C;5;0;5
202202;352370;G;4;4;0
202202;352370;K;0;1;-1
202202;352370;O;1;1;0
202202;352380;A;10;36;-26
202202;352380;C;2;1;1
202202;352380;F;1;0;1
202202;352380;G;8;4;4
202202;352380;H;0;3;-3
202202;352380;K;1;0;1
202202;352380;O;16;0;16
202202;352380;S;1;0;1
202202;352390;A;42;40;2
202202;352390;B;2;0;2
202202;352390;C;457;543;-86
202202;352390;D;0;5;-5
202202;352390;E;16;17;-1
202202;352390;F;145;94;51
202202;352390;G;499;543;-44
202202;352390;H;202;215;-13
202202;352390;I;248;158;90
202202;352390;J;20;20;0
202202;352390;K;39;47;-8
202202;352390;L;6;8;-2
202202;352390;M;48;30;18
202202;352390;N;404;454;-50
202202;352390;O;2;9;-7
202202;352390;P;127;46;81
202202;352390;Q;75;61;14
202202;352390;R;19;7;12
202202;352390;S;40;48;-8
202202;352400;A;2;7;-5
202202;352400;B;1;1;0
202202;352400;C;386;355;31
202202;352400;E;10;8;2
202202;352400;F;46;46;0
202202;352400;G;304;315;-11
202202;352400;H;199;142;57
202202;352400;I;75;66;9
202202;352400;J;11;12;-1
202202;352400;K;4;2;2
202202;352400;L;7;2;5
202202;352400;M;10;9;1
202202;352400;N;145;147;-2
202202;352400;O;28;6;22
202202;352400;P;37;13;24
202202;352400;Q;14;144;-130
202202;352400;R;73;56;17
202202;352400;S;27;14;13
202202;352410;A;32;16;16
202202;352410;C;18;41;-23
202202;352410;F;4;1;3
202202;352410;G;87;82;5
202202;352410;H;14;14;0
202202;352410;I;11;12;-1
202202;352410;J;3;2;1
202202;352410;K;3;0;3
202202;352410;L;18;5;13
202202;352410;M;5;1;4
202202;352410;N;4;18;-14
202202;352410;O;109;2;107
202202;352410;P;21;5;16
202202;352410;Q;23;24;-1
202202;352410;S;3;5;-2
202202;352420;A;3;7;-4
202202;352420;C;5;1;4
202202;352420;G;33;6;27
202202;352420;H;0;1;-1
202202;352420;M;0;1;-1
202202;352420;O;14;0;14
202202;352430;A;130;21;109
202202;352430;B;3;1;2
202202;352430;C;137;127;10
202202;352430;D;0;1;-1
202202;352430;E;2;1;1
202202;352430;F;188;103;85
202202;352430;G;192;187;5
202202;352430;H;67;9;58
202202;352430;I;30;26;4
202202;352430;J;7;14;-7
202202;352430;K;14;9;5
202202;352430;L;7;6;1
202202;352430;M;32;21;11
202202;352430;N;304;60;244
202202;352430;O;3;3;0
202202;352430;P;48;28;20
202202;352430;Q;42;18;24
202202;352430;R;3;2;1
202202;352430;S;6;7;-1
202202;352440;A;34;25;9
202202;352440;B;2;1;1
202202;352440;C;604;684;-80
202202;352440;D;0;2;-2
202202;352440;E;20;14;6
202202;352440;F;145;108;37
202202;352440;G;510;478;32
202202;352440;H;120;130;-10
202202;352440;I;711;153;558
202202;352440;J;25;23;2
202202;352440;K;45;17;28
202202;352440;L;9;7;2
202202;352440;M;62;38;24
202202;352440;N;456;518;-62
202202;352440;O;0;2;-2
202202;352440;P;221;88;133
202202;352440;Q;118;88;30
202202;352440;R;6;3;3
202202;352440;S;26;20;6
202202;352450;A;1;3;-2
202202;352450;C;50;67;-17
202202;352450;G;20;21;-1
202202;352450;H;4;4;0
202202;352450;I;4;1;3
202202;352450;O;13;0;13
202202;352450;Q;11;10;1
202202;352450;S;4;0;4
202202;352460;A;44;45;-1
202202;352460;B;0;2;-2
202202;352460;C;10;9;1
202202;352460;F;3;0;3
202202;352460;G;18;25;-7
202202;352460;H;12;3;9
202202;352460;I;13;8;5
202202;352460;K;1;0;1
202202;352460;M;12;4;8
202202;352460;N;0;4;-4
202202;352460;P;4;4;0
202202;352460;Q;3;3;0
202202;352460;R;2;0;2
202202;352460;S;2;1;1
202202;352470;A;12;9;3
202202;352470;B;0;1;-1
202202;352470;C;216;282;-66
202202;352470;E;1;1;0
202202;352470;F;49;45;4
202202;352470;G;197;216;-19
202202;352470;H;43;65;-22
202202;352470;I;92;61;31
202202;352470;J;300;285;15
202202;352470;K;6;7;-1
202202;352470;L;6;5;1
202202;352470;M;64;45;19
202202;352470;N;173;204;-31
202202;352470;O;39;18;21
202202;352470;P;79;19;60
202202;352470;Q;39;27;12
202202;352470;R;1;0;1
202202;352470;S;28;27;1
202202;352480;A;5;6;-1
202202;352480;C;85;66;19
202202;352480;D;0;1;-1
202202;352480;F;9;10;-1
202202;352480;G;180;175;5
202202;352480;H;35;19;16
202202;352480;I;14;14;0
202202;352480;J;14;9;5
202202;352480;K;3;6;-3
202202;352480;L;0;1;-1
202202;352480;M;7;5;2
202202;352480;N;9;9;0
202202;352480;O;4;7;-3
202202;352480;P;35;16;19
202202;352480;Q;13;20;-7
202202;352480;R;1;1;0
202202;352480;S;8;2;6
202202;352490;A;5;5;0
202202;352490;B;0;6;-6
202202;352490;C;137;152;-15
202202;352490;E;5;6;-1
202202;352490;F;5;328;-323
202202;352490;G;12;9;3
202202;352490;H;0;2;-2
202202;352490;I;8;3;5
202202;352490;J;2;2;0
202202;352490;N;8;9;-1
202202;352490;O;25;14;11
202202;352490;S;1;0;1
202202;352500;C;175;271;-96
202202;352500;F;52;51;1
202202;352500;G;166;227;-61
202202;352500;H;85;107;-22
202202;352500;I;35;30;5
202202;352500;J;9;7;2
202202;352500;K;2;3;-1
202202;352500;L;0;1;-1
202202;352500;M;7;6;1
202202;352500;N;42;76;-34
202202;352500;P;44;32;12
202202;352500;Q;20;8;12
202202;352500;R;5;2;3
202202;352500;S;8;12;-4
202202;352510;A;129;83;46
202202;352510;B;3;2;1
202202;352510;C;95;83;12
202202;352510;E;0;2;-2
202202;352510;F;18;18;0
202202;352510;G;116;80;36
202202;352510;H;23;20;3
202202;352510;I;8;9;-1
202202;352510;J;1;0;1
202202;352510;K;2;0;2
202202;352510;L;1;2;-1
202202;352510;M;2;2;0
202202;352510;N;32;24;8
202202;352510;O;3;14;-11
202202;352510;P;14;5;9
202202;352510;Q;5;5;0
202202;352510;R;3;1;2
202202;352510;S;13;5;8
202202;352520;A;9;11;-2
202202;352520;C;98;203;-105
202202;352520;E;3;1;2
202202;352520;F;8;10;-2
202202;352520;G;125;95;30
202202;352520;H;27;24;3
202202;352520;I;17;23;-6
202202;352520;J;1;0;1
202202;352520;K;1;1;0
202202;352520;M;3;4;-1
202202;352520;N;8;8;0
202202;352520;P;3;0;3
202202;352520;Q;3;2;1
202202;352520;R;3;0;3
202202;352520;S;5;2;3
202202;352530;A;32;32;0
202202;352530;B;4;1;3
202202;352530;C;598;387;211
202202;352530;E;2;5;-3
202202;352530;F;101;65;36
202202;352530;G;459;455;4
202202;352530;H;74;65;9
202202;352530;I;79;67;12
202202;352530;J;11;8;3
202202;352530;K;4;2;2
202202;352530;L;21;19;2
202202;352530;M;17;16;1
202202;352530;N;55;92;-37
202202;352530;O;5;1;4
202202;352530;P;91;31;60
202202;352530;Q;107;102;5
202202;352530;R;11;8;3
202202;352530;S;23;40;-17
202202;352540;A;8;6;2
202202;352540;C;8;3;5
202202;352540;F;1;0;1
202202;352540;G;2;4;-2
202202;352540;H;1;0;1
202202;352540;M;1;0;1
202202;352540;P;0;1;-1
202202;352550;A;9;7;2
202202;352550;C;41;30;11
202202;352550;G;31;32;-1
202202;352550;H;1;0;1
202202;352550;I;18;2;16
202202;352550;J;2;0;2
202202;352550;L;1;0;1
202202;352550;M;1;0;1
202202;352550;N;1;1;0
202202;352550;P;13;3;10
202202;352550;Q;4;0;4
202202;352550;R;0;1;-1
202202;352550;S;0;1;-1
202202;352560;A;17;20;-3
202202;352560;E;0;1;-1
202202;352560;G;0;1;-1
202202;352560;H;2;2;0
202202;352560;N;0;1;-1
202202;352570;A;38;22;16
202202;352570;C;136;107;29
202202;352570;D;1;0;1
202202;352570;F;96;34;62
202202;352570;G;84;97;-13
202202;352570;H;32;22;10
202202;352570;I;7;13;-6
202202;352570;J;1;2;-1
202202;352570;K;2;1;1
202202;352570;L;1;1;0
202202;352570;M;7;7;0
202202;352570;N;10;4;6
202202;352570;P;15;8;7
202202;352570;Q;11;7;4
202202;352570;S;4;4;0
202202;352580;A;1;3;-2
202202;352580;G;2;3;-1
202202;352580;K;1;0;1
202202;352585;A;9;10;-1
202202;352585;B;1;3;-2
202202;352585;C;49;44;5
202202;352585;G;3;3;0
202202;352585;H;4;2;2
202202;352585;J;1;1;0
202202;352585;K;2;1;1
202202;352585;M;1;0;1
202202;352585;O;1;1;0
202202;352590;A;9;8;1
202202;352590;B;2;2;0
202202;352590;C;1287;1215;72
202202;352590;E;14;18;-4
202202;352590;F;498;392;106
202202;352590;G;2164;1813;351
202202;352590;H;714;1017;-303
202202;352590;I;465;406;59
202202;352590;J;125;95;30
202202;352590;K;96;131;-35
202202;352590;L;29;25;4
202202;352590;M;213;168;45
202202;352590;N;1990;1851;139
202202;352590;O;1;16;-15
202202;352590;P;401;216;185
202202;352590;Q;369;283;86
202202;352590;R;29;44;-15
202202;352590;S;211;149;62
202202;352600;A;18;7;11
202202;352600;C;13;14;-1
202202;352600;F;18;6;12
202202;352600;G;68;39;29
202202;352600;H;26;27;-1
202202;352600;I;4;7;-3
202202;352600;K;1;1;0
202202;352600;L;1;0;1
202202;352600;M;2;1;1
202202;352600;N;5;6;-1
202202;352600;P;5;7;-2
202202;352600;Q;5;6;-1
202202;352600;S;3;1;2
202202;352610;A;15;15;0
202202;352610;C;9;6;3
202202;352610;F;2;2;0
202202;352610;G;30;18;12
202202;352610;H;52;5;47
202202;352610;I;3;6;-3
202202;352610;J;2;1;1
202202;352610;M;1;0;1
202202;352610;N;3;2;1
202202;352610;O;19;0;19
202202;352610;P;4;2;2
202202;352610;Q;4;1;3
202202;352610;S;1;0;1
202202;352620;A;1;0;1
202202;352620;C;7;10;-3
202202;352620;F;9;5;4
202202;352620;G;40;51;-11
202202;352620;H;13;1;12
202202;352620;I;6;15;-9
202202;352620;J;0;1;-1
202202;352620;M;3;1;2
202202;352620;N;16;10;6
202202;352620;O;17;8;9
202202;352620;P;13;2;11
202202;352620;Q;4;5;-1
202202;352620;R;0;1;-1
202202;352620;S;1;3;-2
202202;352630;A;1;7;-6
202202;352630;G;2;2;0
202202;352630;H;0;1;-1
202202;352630;I;0;1;-1
202202;352630;M;1;0;1
202202;352630;N;1;1;0
202202;352630;O;1;1;0
202202;352640;A;6;7;-1
202202;352640;C;149;171;-22
202202;352640;E;3;1;2
202202;352640;F;9;11;-2
202202;352640;G;59;66;-7
202202;352640;H;23;8;15
202202;352640;I;8;7;1
202202;352640;J;2;10;-8
202202;352640;K;3;3;0
202202;352640;L;1;3;-2
202202;352640;M;0;5;-5
202202;352640;N;91;60;31
202202;352640;P;111;19;92
202202;352640;Q;6;6;0
202202;352640;R;1;0;1
202202;352640;S;1;0;1
202202;352650;A;5;3;2
202202;352650;G;10;3;7
202202;352650;H;0;1;-1
202202;352650;N;2;0;2
202202;352660;A;0;1;-1
202202;352660;B;0;2;-2
202202;352660;C;0;2;-2
202202;352660;G;3;1;2
202202;352660;I;5;5;0
202202;352660;N;1;0;1
202202;352660;O;0;1;-1
202202;352660;P;4;2;2
202202;352660;S;0;1;-1
202202;352670;A;28;21;7
202202;352670;B;1;0;1
202202;352670;C;234;197;37
202202;352670;E;5;1;4
202202;352670;F;50;80;-30
202202;352670;G;198;221;-23
202202;352670;H;82;91;-9
202202;352670;I;68;33;35
202202;352670;J;21;14;7
202202;352670;K;9;11;-2
202202;352670;L;0;2;-2
202202;352670;M;27;24;3
202202;352670;N;43;67;-24
202202;352670;P;43;15;28
202202;352670;Q;33;31;2
202202;352670;R;3;3;0
202202;352670;S;45;28;17
202202;352680;A;45;32;13
202202;352680;B;2;0;2
202202;352680;C;439;269;170
202202;352680;E;23;0;23
202202;352680;F;187;227;-40
202202;352680;G;216;219;-3
202202;352680;H;89;64;25
202202;352680;I;41;60;-19
202202;352680;J;19;17;2
202202;352680;K;5;1;4
202202;352680;L;4;1;3
202202;352680;M;26;24;2
202202;352680;N;35;96;-61
202202;352680;O;1;0;1
202202;352680;P;91;24;67
202202;352680;Q;29;20;9
202202;352680;R;2;0;2
202202;352680;S;41;22;19
202202;352690;A;32;79;-47
202202;352690;B;3;3;0
202202;352690;C;1167;1012;155
202202;352690;D;3;8;-5
202202;352690;E;8;16;-8
202202;352690;F;310;188;122
202202;352690;G;1101;945;156
202202;352690;H;174;170;4
202202;352690;I;257;209;48
202202;352690;J;88;62;26
202202;352690;K;29;50;-21
202202;352690;L;22;6;16
202202;352690;M;41;47;-6
202202;352690;N;556;357;199
202202;352690;O;487;4;483
202202;352690;P;146;61;85
202202;352690;Q;214;133;81
202202;352690;R;22;14;8
202202;352690;S;47;50;-3
202202;352700;A;0;2;-2
202202;352700;C;52;40;12
202202;352700;F;3;1;2
202202;352700;G;15;10;5
202202;352700;I;7;6;1
202202;352700;N;0;1;-1
202202;352700;Q;4;0;4
202202;352700;S;0;1;-1
202202;352710;A;24;27;-3
202202;352710;B;2;3;-1
202202;352710;C;187;235;-48
202202;352710;E;10;4;6
202202;352710;F;69;60;9
202202;352710;G;172;182;-10
202202;352710;H;100;96;4
202202;352710;I;37;43;-6
202202;352710;J;3;4;-1
202202;352710;K;5;3;2
202202;352710;L;1;3;-2
202202;352710;M;15;13;2
202202;352710;N;45;40;5
202202;352710;P;82;38;44
202202;352710;Q;254;69;185
202202;352710;R;5;2;3
202202;352710;S;45;28;17
202202;352720;A;9;14;-5
202202;352720;C;147;103;44
202202;352720;F;53;16;37
202202;352720;G;137;169;-32
202202;352720;H;21;14;7
202202;352720;I;40;38;2
202202;352720;J;17;9;8
202202;352720;K;7;4;3
202202;352720;L;2;4;-2
202202;352720;M;6;11;-5
202202;352720;N;26;36;-10
202202;352720;O;14;6;8
202202;352720;P;59;25;34
202202;352720;Q;53;41;12
202202;352720;R;4;3;1
202202;352720;S;18;10;8
202202;352725;A;1;1;0
202202;352725;G;0;1;-1
202202;352725;O;5;0;5
202202;352730;A;10;11;-1
202202;352730;C;162;158;4
202202;352730;E;7;4;3
202202;352730;F;22;10;12
202202;352730;G;72;104;-32
202202;352730;H;251;278;-27
202202;352730;I;42;29;13
202202;352730;J;2;102;-100
202202;352730;K;3;3;0
202202;352730;L;1;3;-2
202202;352730;M;11;2;9
202202;352730;N;20;20;0
202202;352730;O;43;2;41
202202;352730;P;11;10;1
202202;352730;Q;20;15;5
202202;352730;R;1;0;1
202202;352730;S;7;1;6
202202;352740;A;5;3;2
202202;352740;C;29;448;-419
202202;352740;F;7;5;2
202202;352740;G;31;30;1
202202;352740;H;8;6;2
202202;352740;I;2;2;0
202202;352740;J;2;1;1
202202;352740;K;2;0;2
202202;352740;M;0;3;-3
202202;352740;N;475;456;19
202202;352740;P;0;3;-3
202202;352740;Q;3;3;0
202202;352740;S;8;2;6
202202;352750;A;31;43;-12
202202;352750;C;3;1;2
202202;352750;F;2;0;2
202202;352750;G;1;1;0
202202;352750;K;1;0;1
202202;352750;O;3;2;1
202202;352760;A;71;85;-14
202202;352760;C;7;8;-1
202202;352760;E;2;3;-1
202202;352760;F;2;3;-1
202202;352760;G;7;14;-7
202202;352760;H;104;94;10
202202;352760;I;1;3;-2
202202;352760;J;4;8;-4
202202;352760;K;1;0;1
202202;352760;M;0;2;-2
202202;352760;N;3;5;-2
202202;352760;P;12;1;11
202202;352760;S;1;0;1
202202;352770;A;7;3;4
202202;352770;G;1;3;-2
202202;352770;N;1;4;-3
202202;352770;O;14;4;10
202202;352770;Q;0;1;-1
202202;352780;A;3;12;-9
202202;352780;C;2;2;0
202202;352780;G;2;1;1
202202;352780;N;1;0;1
202202;352780;O;6;1;5
202202;352790;A;5;4;1
202202;352790;B;1;1;0
202202;352790;F;0;1;-1
202202;352790;G;4;2;2
202202;352800;A;31;11;20
202202;352800;C;42;35;7
202202;352800;F;13;18;-5
202202;352800;G;44;32;12
202202;352800;H;1;2;-1
202202;352800;I;1;1;0
202202;352800;K;0;1;-1
202202;352800;L;1;0;1
202202;352800;M;2;0;2
202202;352800;N;3;7;-4
202202;352800;P;10;9;1
202202;352800;Q;7;3;4
202202;352800;R;1;0;1
202202;352800;S;12;9;3
202202;352810;A;5;2;3
202202;352810;C;1;1;0
202202;352810;F;8;1;7
202202;352810;G;11;5;6
202202;352810;I;1;0;1
202202;352810;M;1;0;1
202202;352810;N;39;29;10
202202;352810;S;0;1;-1
202202;352820;A;22;9;13
202202;352820;C;0;9;-9
202202;352820;G;3;1;2
202202;352820;J;1;0;1
202202;352830;A;3;2;1
202202;352830;C;1;5;-4
202202;352830;G;5;1;4
202202;352830;H;6;6;0
202202;352830;S;2;0;2
202202;352840;A;10;10;0
202202;352840;C;74;54;20
202202;352840;D;4;1;3
202202;352840;E;1;9;-8
202202;352840;F;13;14;-1
202202;352840;G;148;115;33
202202;352840;H;26;13;13
202202;352840;I;17;15;2
202202;352840;J;1;3;-2
202202;352840;K;4;3;1
202202;352840;M;14;11;3
202202;352840;N;150;143;7
202202;352840;O;86;136;-50
202202;352840;P;29;9;20
202202;352840;Q;8;2;6
202202;352840;R;20;10;10
202202;352840;S;11;7;4
202202;352850;A;1;1;0
202202;352850;B;0;5;-5
202202;352850;C;163;129;34
202202;352850;D;2;0;2
202202;352850;E;2;0;2
202202;352850;F;34;28;6
202202;352850;G;219;154;65
202202;352850;H;59;108;-49
202202;352850;I;46;39;7
202202;352850;J;19;13;6
202202;352850;K;5;4;1
202202;352850;L;0;2;-2
202202;352850;M;37;27;10
202202;352850;N;60;88;-28
202202;352850;P;28;11;17
202202;352850;Q;11;11;0
202202;352850;R;3;1;2
202202;352850;S;19;14;5
202202;352860;A;74;42;32
202202;352860;C;12;10;2
202202;352860;D;1;0;1
202202;352860;E;4;1;3
202202;352860;G;17;15;2
202202;352860;H;42;7;35
202202;352860;I;0;1;-1
202202;352860;J;0;2;-2
202202;352860;K;2;1;1
202202;352860;P;2;0;2
202202;352860;Q;0;3;-3
202202;352870;A;7;8;-1
202202;352870;C;0;3;-3
202202;352870;F;1;0;1
202202;352870;G;0;1;-1
202202;352870;M;1;0;1
202202;352870;O;32;0;32
202202;352880;A;17;5;12
202202;352880;C;1;7;-6
202202;352880;F;2;21;-19
202202;352880;G;80;24;56
202202;352880;H;3;15;-12
202202;352880;I;12;2;10
202202;352880;J;3;7;-4
202202;352880;K;0;2;-2
202202;352880;N;17;1;16
202202;352880;O;18;0;18
202202;352880;P;7;3;4
202202;352880;Q;9;8;1
202202;352880;S;3;5;-2
202202;352885;A;27;7;20
202202;352885;C;40;21;19
202202;352885;F;0;1;-1
202202;352885;G;26;9;17
202202;352885;H;6;0;6
202202;352885;K;1;0;1
202202;352885;O;1;0;1
202202;352890;A;1;5;-4
202202;352890;G;0;2;-2
202202;352890;P;11;8;3
202202;352900;A;48;32;16
202202;352900;C;409;337;72
202202;352900;D;1;0;1
202202;352900;E;3;6;-3
202202;352900;F;212;156;56
202202;352900;G;718;716;2
202202;352900;H;97;110;-13
202202;352900;I;184;156;28
202202;352900;J;48;59;-11
202202;352900;K;18;18;0
202202;352900;L;28;11;17
202202;352900;M;54;43;11
202202;352900;N;575;596;-21
202202;352900;O;4;2;2
202202;352900;P;195;71;124
202202;352900;Q;248;205;43
202202;352900;R;11;11;0
202202;352900;S;69;50;19
202202;352910;A;2;5;-3
202202;352920;A;3;10;-7
202202;352920;C;6;9;-3
202202;352920;E;1;0;1
202202;352920;F;1;2;-1
202202;352920;G;22;31;-9
202202;352920;H;2;0;2
202202;352920;I;7;2;5
202202;352920;K;1;0;1
202202;352920;M;0;1;-1
202202;352920;N;2;2;0
202202;352920;P;5;1;4
202202;352920;Q;20;9;11
202202;352920;S;2;1;1
202202;352930;A;176;301;-125
202202;352930;C;340;442;-102
202202;352930;D;2;1;1
202202;352930;E;3;4;-1
202202;352930;F;57;44;13
202202;352930;G;214;214;0
202202;352930;H;73;57;16
202202;352930;I;33;41;-8
202202;352930;J;11;5;6
202202;352930;K;17;10;7
202202;352930;L;2;0;2
202202;352930;M;35;9;26
202202;352930;N;68;53;15
202202;352930;O;41;11;30
202202;352930;P;41;17;24
202202;352930;Q;56;30;26
202202;352930;R;4;6;-2
202202;352930;S;17;10;7
202202;352940;A;0;1;-1
202202;352940;C;575;540;35
202202;352940;E;24;17;7
202202;352940;F;195;268;-73
202202;352940;G;634;682;-48
202202;352940;H;207;232;-25
202202;352940;I;115;123;-8
202202;352940;J;42;50;-8
202202;352940;K;31;14;17
202202;352940;L;14;11;3
202202;352940;M;42;27;15
202202;352940;N;312;252;60
202202;352940;O;1;4;-3
202202;352940;P;203;102;101
202202;352940;Q;101;82;19
202202;352940;R;9;4;5
202202;352940;S;44;24;20
202202;352940;T;3;3;0
202202;352950;A;496;17;479
202202;352950;C;2;9;-7
202202;352950;F;0;2;-2
202202;352950;G;5;14;-9
202202;352950;H;5;1;4
202202;352950;I;2;0;2
202202;352950;K;1;0;1
202202;352950;P;5;3;2
202202;352950;Q;0;1;-1
202202;352950;S;1;0;1
202202;352960;A;0;1;-1
202202;352960;C;43;19;24
202202;352960;E;1;2;-1
202202;352960;F;17;5;12
202202;352960;G;4;7;-3
202202;352960;H;0;1;-1
202202;352960;I;0;9;-9
202202;352960;O;27;0;27
202202;352960;S;0;1;-1
202202;352965;A;1;0;1
202202;352965;G;1;1;0
202202;352970;A;13;5;8
202202;352970;B;2;0;2
202202;352970;C;2;0;2
202202;352970;F;172;64;108
202202;352970;G;18;30;-12
202202;352970;H;4;0;4
202202;352970;I;6;4;2
202202;352970;J;2;1;1
202202;352970;K;3;0;3
202202;352970;M;0;6;-6
202202;352970;N;0;4;-4
202202;352970;O;119;7;112
202202;352970;P;2;1;1
202202;352970;Q;1;8;-7
202202;352970;R;1;1;0
202202;352970;S;4;0;4
202202;352980;A;6;7;-1
202202;352980;C;16;13;3
202202;352980;F;8;2;6
202202;352980;G;15;9;6
202202;352980;H;10;3;7
202202;352980;I;1;3;-2
202202;352980;M;1;1;0
202202;352980;P;3;1;2
202202;352980;Q;1;0;1
202202;352980;S;1;0;1
202202;352990;A;20;13;7
202202;352990;B;1;0;1
202202;352990;C;3;3;0
202202;352990;D;1;0;1
202202;352990;F;0;3;-3
202202;352990;G;22;14;8
202202;352990;H;31;7;24
202202;352990;I;25;32;-7
202202;352990;M;1;2;-1
202202;352990;N;4;8;-4
202202;352990;O;48;2;46
202202;352990;Q;2;1;1
202202;352990;R;2;3;-1
202202;352990;S;0;1;-1
202202;353000;A;6;0;6
202202;353000;C;13;2;11
202202;353000;G;1;0;1
202202;353000;H;1;0;1
202202;353000;K;1;0;1
202202;353010;A;5;10;-5
202202;353010;C;9;6;3
202202;353010;F;23;6;17
202202;353010;G;32;48;-16
202202;353010;H;6;4;2
202202;353010;I;7;3;4
202202;353010;J;3;0;3
202202;353010;K;4;1;3
202202;353010;L;0;1;-1
202202;353010;M;0;2;-2
202202;353010;N;2;5;-3
202202;353010;O;7;3;4
202202;353010;P;3;7;-4
202202;353010;Q;1;1;0
202202;353010;S;2;3;-1
202202;353020;A;12;6;6
202202;353020;C;14;8;6
202202;353020;G;6;4;2
202202;353020;H;14;6;8
202202;353020;I;0;1;-1
202202;353020;J;0;1;-1
202202;353020;K;1;1;0
202202;353020;M;1;0;1
202202;353020;N;1;0;1
202202;353020;O;2;0;2
202202;353020;P;1;0;1
202202;353020;Q;1;0;1
202202;353020;S;4;1;3
202202;353030;A;4;6;-2
202202;353030;C;230;259;-29
202202;353030;D;1;0;1
202202;353030;E;8;106;-98
202202;353030;F;113;45;68
202202;353030;G;179;206;-27
202202;353030;H;68;33;35
202202;353030;I;39;29;10
202202;353030;J;3;4;-1
202202;353030;K;0;2;-2
202202;353030;L;0;2;-2
202202;353030;M;11;10;1
202202;353030;N;19;20;-1
202202;353030;O;46;6;40
202202;353030;P;40;6;34
202202;353030;Q;20;21;-1
202202;353030;R;12;10;2
202202;353030;S;25;10;15
202202;353040;A;17;12;5
202202;353040;C;14;44;-30
202202;353040;G;4;3;1
202202;353040;M;1;1;0
202202;353040;O;16;6;10
202202;353050;A;122;41;81
202202;353050;C;112;163;-51
202202;353050;E;2;1;1
202202;353050;F;31;31;0
202202;353050;G;174;165;9
202202;353050;H;35;16;19
202202;353050;I;12;9;3
202202;353050;J;11;12;-1
