competencia;municipio;secao;admissoes;desligamentos;saldomovimentacao
202001;350010;A;3;13;-10
202001;350010;C;69;21;48
202001;350010;D;1;0;1
202001;350010;E;0;1;-1
202001;350010;F;11;5;6
202001;350010;G;83;102;-19
202001;350010;H;9;7;2
202001;350010;I;9;21;-12
202001;350010;J;6;0;6
202001;350010;K;2;3;-1
202001;350010;M;1;4;-3
202001;350010;N;14;60;-46
202001;350010;O;17;12;5
202001;350010;P;8;9;-1
202001;350010;Q;19;11;8
202001;350010;R;1;0;1
202001;350010;S;32;21;11
202001;350020;A;2;10;-8
202001;350020;C;2;0;2
202001;350020;G;3;1;2
202001;350020;H;1;0;1
202001;350020;N;0;1;-1
202001;350020;O;0;37;-37
202001;350030;A;38;78;-40
202001;350030;B;1;2;-1
202001;350030;C;36;40;-4
202001;350030;E;5;0;5
202001;350030;F;1;3;-2
202001;350030;G;64;53;11
202001;350030;H;14;14;0
202001;350030;I;6;5;1
202001;350030;J;5;0;5
202001;350030;M;2;4;-2
202001;350030;N;24;11;13
202001;350030;O;52;13;39
202001;350030;P;1;7;-6
202001;350030;Q;0;1;-1
202001;350030;S;3;5;-2
202001;350040;A;24;5;19
202001;350040;C;5;5;0
202001;350040;F;4;4;0
202001;350040;G;7;9;-2
202001;350040;I;8;9;-1
202001;350040;M;0;1;-1
202001;350040;Q;4;3;1
202001;350040;S;2;2;0
202001;350050;A;1;0;1
202001;350050;C;18;18;0
202001;350050;F;2;1;1
202001;350050;G;40;23;17
202001;350050;H;0;1;-1
202001;350050;I;36;47;-11
202001;350050;J;1;0;1
202001;350050;K;1;0;1
202001;350050;M;1;5;-4
202001;350050;N;15;21;-6
202001;350050;O;3;8;-5
202001;350050;P;2;0;2
202001;350050;Q;4;4;0
202001;350050;R;1;6;-5
202001;350050;S;0;4;-4
202001;350055;A;41;49;-8
202001;350055;C;1;0;1
202001;350055;F;0;3;-3
202001;350055;G;5;5;0
202001;350055;H;2;0;2
202001;350055;I;3;4;-1
202001;350055;L;1;2;-1
202001;350060;C;1;2;-1
202001;350060;F;4;20;-16
202001;350060;G;7;7;0
202001;350060;I;5;5;0
202001;350060;O;1;0;1
202001;350060;P;7;7;0
202001;350060;S;3;3;0
202001;350070;A;11;30;-19
202001;350070;C;56;47;9
202001;350070;E;1;2;-1
202001;350070;F;60;51;9
202001;350070;G;62;53;9
202001;350070;H;25;16;9
202001;350070;I;9;14;-5
202001;350070;M;4;5;-1
202001;350070;N;16;43;-27
202001;350070;P;22;8;14
202001;350070;Q;10;9;1
202001;350070;R;1;2;-1
202001;350070;S;11;14;-3
202001;350075;A;1;2;-1
202001;350075;B;0;1;-1
202001;350075;C;18;9;9
202001;350075;G;3;2;1
202001;350075;I;1;1;0
202001;350075;J;0;1;-1
202001;350075;M;1;0;1
202001;350075;R;1;0;1
202001;350080;C;7;3;4
202001;350080;F;4;1;3
202001;350080;G;0;2;-2
202001;350080;K;2;1;1
202001;350080;N;5;0;5
202001;350090;A;7;10;-3
202001;350090;G;0;6;-6
202001;350090;O;6;7;-1
202001;350100;A;35;46;-11
202001;350100;C;1;2;-1
202001;350100;E;1;0;1
202001;350100;F;0;2;-2
202001;350100;G;23;31;-8
202001;350100;H;5;5;0
202001;350100;I;7;1;6
202001;350100;J;0;2;-2
202001;350100;L;1;0;1
202001;350100;M;1;0;1
202001;350100;N;4;1;3
202001;350100;O;40;1;39
202001;350100;P;0;5;-5
202001;350100;Q;0;1;-1
202001;350100;S;5;6;-1
202001;350110;A;1;3;-2
202001;350110;G;6;1;5
202001;350110;O;1;0;1
202001;350115;C;146;35;111
202001;350115;D;2;0;2
202001;350115;F;11;22;-11
202001;350115;G;12;18;-6
202001;350115;H;2;2;0
202001;350115;I;3;4;-1
202001;350115;K;1;0;1
202001;350115;P;5;0;5
202001;350115;S;0;1;-1
202001;350120;A;0;3;-3
202001;350120;C;2;2;0
202001;350120;G;1;2;-1
202001;350120;M;1;0;1
202001;350130;A;2;4;-2
202001;350130;C;9;8;1
202001;350130;D;1;0;1
202001;350130;E;1;2;-1
202001;350130;F;7;16;-9
202001;350130;G;27;25;2
202001;350130;H;0;3;-3
202001;350130;I;7;13;-6
202001;350130;K;2;1;1
202001;350130;M;0;1;-1
202001;350130;N;1;2;-1
202001;350130;O;5;7;-2
202001;350130;P;5;3;2
202001;350130;Q;6;5;1
202001;350130;S;1;1;0
202001;350140;A;2;1;1
202001;350140;G;1;1;0
202001;350140;S;0;1;-1
202001;350150;A;0;3;-3
202001;350150;C;0;1;-1
202001;350150;F;1;2;-1
202001;350150;G;2;0;2
202001;350160;A;7;13;-6
202001;350160;B;0;1;-1
202001;350160;C;931;824;107
202001;350160;D;2;2;0
202001;350160;E;6;16;-10
202001;350160;F;172;110;62
202001;350160;G;554;655;-101
202001;350160;H;75;91;-16
202001;350160;I;174;205;-31
202001;350160;J;79;71;8
202001;350160;K;20;15;5
202001;350160;L;14;11;3
202001;350160;M;112;86;26
202001;350160;N;255;262;-7
202001;350160;O;0;5;-5
202001;350160;P;158;68;90
202001;350160;Q;81;112;-31
202001;350160;R;13;10;3
202001;350160;S;52;47;5
202001;350170;A;3;6;-3
202001;350170;C;90;47;43
202001;350170;F;216;83;133
202001;350170;G;37;33;4
202001;350170;H;55;40;15
202001;350170;I;5;8;-3
202001;350170;J;11;2;9
202001;350170;L;0;1;-1
202001;350170;M;2;5;-3
202001;350170;N;0;1;-1
202001;350170;O;2;2;0
202001;350170;P;4;3;1
202001;350170;Q;12;6;6
202001;350170;S;17;8;9
202001;350180;A;5;11;-6
202001;350180;C;0;2;-2
202001;350180;G;2;2;0
202001;350180;H;1;0;1
202001;350180;I;0;1;-1
202001;350180;M;0;1;-1
202001;350190;A;42;30;12
202001;350190;B;2;2;0
202001;350190;C;214;206;8
202001;350190;E;0;2;-2
202001;350190;F;25;28;-3
202001;350190;G;126;173;-47
202001;350190;H;22;32;-10
202001;350190;I;37;32;5
202001;350190;J;0;5;-5
202001;350190;K;2;7;-5
202001;350190;L;1;2;-1
202001;350190;M;17;6;11
202001;350190;N;18;16;2
202001;350190;O;12;9;3
202001;350190;P;27;11;16
202001;350190;Q;24;22;2
202001;350190;R;8;10;-2
202001;350190;S;38;11;27
202001;350200;A;3;8;-5
202001;350200;B;4;1;3
202001;350200;C;3;2;1
202001;350200;G;0;5;-5
202001;350200;H;2;2;0
202001;350200;I;0;1;-1
202001;350200;L;1;0;1
202001;350200;O;3;2;1
202001;350200;R;0;1;-1
202001;350200;S;1;0;1
202001;350210;A;44;19;25
202001;350210;B;0;2;-2
202001;350210;C;65;73;-8
202001;350210;D;0;3;-3
202001;350210;E;6;33;-27
202001;350210;F;88;24;64
202001;350210;G;125;159;-34
202001;350210;H;15;25;-10
202001;350210;I;33;26;7
202001;350210;J;9;10;-1
202001;350210;K;3;3;0
202001;350210;L;1;3;-2
202001;350210;M;10;3;7
202001;350210;N;83;17;66
202001;350210;O;1;0;1
202001;350210;P;6;14;-8
202001;350210;Q;16;15;1
202001;350210;R;6;3;3
202001;350210;S;9;10;-1
202001;350220;A;37;21;16
202001;350220;B;1;1;0
202001;350220;C;5;17;-12
202001;350220;F;2;15;-13
202001;350220;G;34;58;-24
202001;350220;H;2;2;0
202001;350220;I;3;4;-1
202001;350220;J;1;2;-1
202001;350220;K;0;1;-1
202001;350220;L;2;0;2
202001;350220;M;6;5;1
202001;350220;N;1;3;-2
202001;350220;O;8;8;0
202001;350220;P;2;1;1
202001;350220;Q;0;1;-1
202001;350220;S;0;3;-3
202001;350230;A;27;81;-54
202001;350230;C;1;2;-1
202001;350230;G;5;7;-2
202001;350230;H;1;0;1
202001;350230;S;0;1;-1
202001;350240;C;1;0;1
202001;350240;F;0;2;-2
202001;350240;G;2;0;2
202001;350240;I;1;1;0
202001;350250;A;2;6;-4
202001;350250;B;1;0;1
202001;350250;C;20;16;4
202001;350250;F;3;1;2
202001;350250;G;81;100;-19
202001;350250;H;2;9;-7
202001;350250;I;99;143;-44
202001;350250;J;10;16;-6
202001;350250;L;1;0;1
202001;350250;M;4;0;4
202001;350250;N;7;7;0
202001;350250;P;1;4;-3
202001;350250;Q;10;7;3
202001;350250;R;1;0;1
202001;350250;S;28;40;-12
202001;350260;A;1;4;-3
202001;350260;C;6;6;0
202001;350260;G;1;3;-2
202001;350260;I;1;0;1
202001;350260;J;0;2;-2
202001;350270;A;100;48;52
202001;350270;C;33;20;13
202001;350270;F;25;13;12
202001;350270;G;32;42;-10
202001;350270;H;2;4;-2
202001;350270;I;3;0;3
202001;350270;J;2;1;1
202001;350270;K;0;1;-1
202001;350270;M;4;0;4
202001;350270;N;0;1;-1
202001;350270;P;0;2;-2
202001;350270;Q;4;4;0
202001;350270;R;0;0;0
202001;350270;S;0;1;-1
202001;350275;B;1;0;1
202001;350275;C;132;73;59
202001;350275;E;3;1;2
202001;350275;F;10;20;-10
202001;350275;G;121;53;68
202001;350275;H;29;14;15
202001;350275;I;11;18;-7
202001;350275;J;3;2;1
202001;350275;L;2;0;2
202001;350275;M;8;8;0
202001;350275;N;13;31;-18
202001;350275;P;2;2;0
202001;350275;Q;7;14;-7
202001;350275;R;4;2;2
202001;350275;S;21;19;2
202001;350280;A;20;65;-45
202001;350280;B;2;3;-1
202001;350280;C;226;222;4
202001;350280;E;34;30;4
202001;350280;F;299;103;196
202001;350280;G;507;635;-128
202001;350280;H;96;98;-2
202001;350280;I;132;133;-1
202001;350280;J;33;37;-4
202001;350280;K;24;22;2
202001;350280;L;7;1;6
202001;350280;M;98;78;20
202001;350280;N;189;127;62
202001;350280;O;0;1;-1
202001;350280;P;92;82;10
202001;350280;Q;172;92;80
202001;350280;R;4;10;-6
202001;350280;S;50;54;-4
202001;350290;A;9;9;0
202001;350290;C;41;32;9
202001;350290;E;3;3;0
202001;350290;F;81;64;17
202001;350290;G;38;43;-5
202001;350290;H;4;2;2
202001;350290;I;4;14;-10
202001;350290;J;2;2;0
202001;350290;K;2;2;0
202001;350290;M;1;0;1
202001;350290;N;1;6;-5
202001;350290;O;6;10;-4
202001;350290;P;10;1;9
202001;350290;Q;7;9;-2
202001;350290;R;4;7;-3
202001;350290;S;1;1;0
202001;350300;A;3;2;1
202001;350300;G;11;8;3
202001;350300;H;0;2;-2
202001;350300;I;1;5;-4
202001;350300;L;1;0;1
202001;350300;N;1;2;-1
202001;350310;A;15;67;-52
202001;350310;F;0;2;-2
202001;350310;G;2;4;-2
202001;350310;H;0;1;-1
202001;350310;I;2;1;1
202001;350310;K;0;1;-1
202001;350310;M;1;0;1
202001;350310;N;0;1;-1
202001;350315;G;4;0;4
202001;350320;A;37;34;3
202001;350320;B;2;1;1
202001;350320;C;579;455;124
202001;350320;D;0;2;-2
202001;350320;E;4;6;-2
202001;350320;F;409;218;191
202001;350320;G;524;702;-178
202001;350320;H;91;86;5
202001;350320;I;175;188;-13
202001;350320;J;76;46;30
202001;350320;K;25;35;-10
202001;350320;L;8;4;4
202001;350320;M;71;58;13
202001;350320;N;549;397;152
202001;350320;O;5;37;-32
202001;350320;P;117;70;47
202001;350320;Q;105;76;29
202001;350320;R;45;29;16
202001;350320;S;45;44;1
202001;350330;A;22;36;-14
202001;350330;B;0;19;-19
202001;350330;C;559;237;322
202001;350330;D;0;1;-1
202001;350330;E;1;1;0
202001;350330;F;111;47;64
202001;350330;G;209;266;-57
202001;350330;H;57;50;7
202001;350330;I;61;43;18
202001;350330;J;6;13;-7
202001;350330;K;14;16;-2
202001;350330;L;6;0;6
202001;350330;M;18;22;-4
202001;350330;N;224;119;105
202001;350330;O;1;0;1
202001;350330;P;46;59;-13
202001;350330;Q;43;41;2
202001;350330;R;9;3;6
202001;350330;S;25;7;18
202001;350335;A;1;0;1
202001;350335;C;1;0;1
202001;350335;F;2;0;2
202001;350335;G;1;0;1
202001;350335;I;7;3;4
202001;350340;A;8;14;-6
202001;350340;C;31;20;11
202001;350340;F;1;0;1
202001;350340;G;5;8;-3
202001;350340;H;1;2;-1
202001;350340;Q;2;1;1
202001;350340;S;1;0;1
202001;350350;A;0;1;-1
202001;350350;G;2;1;1
202001;350350;I;3;2;1
202001;350350;O;4;2;2
202001;350350;S;1;1;0
202001;350360;A;29;12;17
202001;350360;C;1;0;1
202001;350360;G;4;6;-2
202001;350360;H;1;0;1
202001;350360;I;1;3;-2
202001;350360;J;0;1;-1
202001;350360;K;1;0;1
202001;350360;M;1;1;0
202001;350360;O;0;1;-1
202001;350360;S;0;1;-1
202001;350370;A;15;11;4
202001;350370;C;14;18;-4
202001;350370;F;0;1;-1
202001;350370;G;2;4;-2
202001;350370;H;3;5;-2
202001;350370;I;1;1;0
202001;350370;N;25;0;25
202001;350370;P;1;0;1
202001;350370;S;0;1;-1
202001;350380;A;25;24;1
202001;350380;C;100;71;29
202001;350380;D;0;1;-1
202001;350380;F;14;19;-5
202001;350380;G;79;85;-6
202001;350380;H;4;5;-1
202001;350380;I;6;12;-6
202001;350380;J;1;2;-1
202001;350380;K;0;2;-2
202001;350380;L;2;1;1
202001;350380;M;6;3;3
202001;350380;N;4;5;-1
202001;350380;P;11;8;3
202001;350380;Q;16;9;7
202001;350380;R;4;4;0
202001;350380;S;3;7;-4
202001;350390;A;4;2;2
202001;350390;C;288;203;85
202001;350390;D;0;1;-1
202001;350390;E;2;5;-3
202001;350390;F;81;39;42
202001;350390;G;212;201;11
202001;350390;H;27;73;-46
202001;350390;I;44;38;6
202001;350390;J;15;2;13
202001;350390;K;1;2;-1
202001;350390;L;3;1;2
202001;350390;M;9;1;8
202001;350390;N;50;36;14
202001;350390;O;26;14;12
202001;350390;P;14;12;2
202001;350390;Q;8;14;-6
202001;350390;R;11;3;8
202001;350390;S;11;19;-8
202001;350395;F;1;0;1
202001;350395;G;0;1;-1
202001;350400;A;8;8;0
202001;350400;C;111;53;58
202001;350400;D;0;2;-2
202001;350400;E;5;1;4
202001;350400;F;96;38;58
202001;350400;G;280;333;-53
202001;350400;H;31;42;-11
202001;350400;I;32;43;-11
202001;350400;J;18;14;4
202001;350400;K;3;8;-5
202001;350400;M;23;15;8
202001;350400;N;59;30;29
202001;350400;P;45;26;19
202001;350400;Q;41;40;1
202001;350400;R;2;6;-4
202001;350400;S;8;17;-9
202001;350410;A;37;31;6
202001;350410;C;280;224;56
202001;350410;D;0;1;-1
202001;350410;E;2;3;-1
202001;350410;F;35;26;9
202001;350410;G;313;466;-153
202001;350410;H;32;35;-3
202001;350410;I;214;190;24
202001;350410;J;36;11;25
202001;350410;K;17;27;-10
202001;350410;L;7;8;-1
202001;350410;M;37;33;4
202001;350410;N;84;83;1
202001;350410;O;0;18;-18
202001;350410;P;57;58;-1
202001;350410;Q;141;91;50
202001;350410;R;11;14;-3
202001;350410;S;53;25;28
202001;350420;A;2;0;2
202001;350420;C;30;17;13
202001;350420;F;2;0;2
202001;350420;G;24;29;-5
202001;350420;I;5;2;3
202001;350420;J;4;3;1
202001;350420;M;1;2;-1
202001;350420;N;0;1;-1
202001;350420;P;1;2;-1
202001;350420;Q;6;0;6
202001;350420;R;0;1;-1
202001;350430;A;24;24;0
202001;350430;C;31;8;23
202001;350430;G;11;9;2
202001;350430;H;2;1;1
202001;350430;I;67;15;52
202001;350440;A;0;1;-1
202001;350440;C;212;19;193
202001;350440;F;7;3;4
202001;350440;G;10;13;-3
202001;350440;H;1;0;1
202001;350440;I;0;1;-1
202001;350440;M;1;24;-23
202001;350440;N;3;3;0
202001;350440;O;8;5;3
202001;350440;P;0;1;-1
202001;350450;A;154;133;21
202001;350450;C;118;104;14
202001;350450;F;74;59;15
202001;350450;G;255;279;-24
202001;350450;H;17;22;-5
202001;350450;I;50;46;4
202001;350450;J;7;9;-2
202001;350450;K;4;4;0
202001;350450;L;1;3;-2
202001;350450;M;9;3;6
202001;350450;N;43;28;15
202001;350450;P;19;18;1
202001;350450;Q;13;15;-2
202001;350450;R;5;4;1
202001;350450;S;21;25;-4
202001;350460;A;2;0;2
202001;350460;C;27;19;8
202001;350460;F;19;15;4
202001;350460;G;33;33;0
202001;350460;H;5;4;1
202001;350460;I;7;6;1
202001;350460;J;5;2;3
202001;350460;K;0;1;-1
202001;350460;N;2;1;1
202001;350460;P;4;3;1
202001;350460;S;0;1;-1
202001;350470;A;0;3;-3
202001;350470;C;1;2;-1
202001;350470;I;1;0;1
202001;350480;A;4;0;4
202001;350480;C;24;7;17
202001;350480;E;8;5;3
202001;350480;F;12;5;7
202001;350480;G;14;13;1
202001;350480;H;0;1;-1
202001;350480;I;3;0;3
202001;350480;J;3;1;2
202001;350480;M;1;4;-3
202001;350480;Q;1;0;1
202001;350480;S;3;5;-2
202001;350490;A;1;1;0
202001;350490;C;9;8;1
202001;350490;F;2;1;1
202001;350490;G;8;3;5
202001;350490;H;7;9;-2
202001;350490;I;3;2;1
202001;350490;K;2;0;2
202001;350490;M;1;0;1
202001;350500;A;0;3;-3
202001;350500;C;1;3;-2
202001;350500;G;2;2;0
202001;350500;H;0;2;-2
202001;350500;I;0;1;-1
202001;350510;A;2;2;0
202001;350510;C;5;2;3
202001;350510;F;73;24;49
202001;350510;G;1;1;0
202001;350510;M;1;0;1
202001;350510;N;3;1;2
202001;350520;A;28;237;-209
202001;350520;C;78;84;-6
202001;350520;F;8;2;6
202001;350520;G;88;85;3
202001;350520;H;19;9;10
202001;350520;I;6;7;-1
202001;350520;J;10;4;6
202001;350520;M;1;5;-4
202001;350520;N;10;6;4
202001;350520;O;3;46;-43
202001;350520;P;11;5;6
202001;350520;Q;2;2;0
202001;350520;R;2;0;2
202001;350520;S;8;17;-9
202001;350530;A;1;5;-4
202001;350530;B;1;0;1
202001;350530;C;80;62;18
202001;350530;D;1;0;1
202001;350530;E;0;1;-1
202001;350530;F;12;18;-6
202001;350530;G;86;99;-13
202001;350530;H;10;20;-10
202001;350530;I;8;18;-10
202001;350530;J;9;5;4
202001;350530;K;3;1;2
202001;350530;L;1;1;0
202001;350530;M;3;3;0
202001;350530;N;3;4;-1
202001;350530;O;3;1;2
202001;350530;P;11;6;5
202001;350530;Q;3;3;0
202001;350530;R;0;1;-1
202001;350530;S;3;17;-14
202001;350535;A;12;24;-12
202001;350535;G;1;2;-1
202001;350535;O;14;1;13
202001;350540;A;1;0;1
202001;350540;F;0;2;-2
202001;350540;I;0;1;-1
202001;350540;O;11;15;-4
202001;350540;Q;1;0;1
202001;350540;S;0;1;-1
202001;350550;A;37;32;5
202001;350550;C;138;125;13
202001;350550;E;2;4;-2
202001;350550;F;151;114;37
202001;350550;G;272;296;-24
202001;350550;H;31;28;3
202001;350550;I;91;108;-17
202001;350550;J;26;13;13
202001;350550;K;5;5;0
202001;350550;L;7;7;0
202001;350550;M;28;19;9
202001;350550;N;42;38;4
202001;350550;O;0;2;-2
202001;350550;P;56;32;24
202001;350550;Q;101;90;11
202001;350550;R;12;8;4
202001;350550;S;15;18;-3
202001;350560;A;1;0;1
202001;350560;C;107;7;100
202001;350560;F;285;98;187
202001;350560;G;130;57;73
202001;350560;H;18;8;10
202001;350560;I;3;2;1
202001;350560;M;1;2;-1
202001;350560;N;2;1;1
202001;350560;P;0;1;-1
202001;350560;S;1;1;0
202001;350570;A;1;0;1
202001;350570;B;9;8;1
202001;350570;C;498;540;-42
202001;350570;D;13;65;-52
202001;350570;E;35;66;-31
202001;350570;F;1075;517;558
202001;350570;G;1146;1741;-595
202001;350570;H;791;627;164
202001;350570;I;464;539;-75
202001;350570;J;892;768;124
202001;350570;K;155;188;-33
202001;350570;L;22;29;-7
202001;350570;M;1078;1120;-42
202001;350570;N;3722;4255;-533
202001;350570;P;112;83;29
202001;350570;Q;217;396;-179
202001;350570;R;39;26;13
202001;350570;S;248;161;87
202001;350570;U;0;3;-3
202001;350580;A;80;68;12
202001;350580;B;1;0;1
202001;350580;C;38;30;8
202001;350580;E;1;0;1
202001;350580;F;19;17;2
202001;350580;G;28;39;-11
202001;350580;H;11;12;-1
202001;350580;I;8;9;-1
202001;350580;J;8;1;7
202001;350580;M;6;3;3
202001;350580;N;3;0;3
202001;350580;O;3;0;3
202001;350580;P;6;3;3
202001;350580;Q;2;2;0
202001;350580;S;1;2;-1
202001;350590;A;22;17;5
202001;350590;C;141;149;-8
202001;350590;F;48;16;32
202001;350590;G;164;141;23
202001;350590;H;15;15;0
202001;350590;I;21;10;11
202001;350590;J;2;4;-2
202001;350590;K;3;2;1
202001;350590;L;0;1;-1
202001;350590;M;24;12;12
202001;350590;N;19;9;10
202001;350590;O;4;3;1
202001;350590;P;18;25;-7
202001;350590;Q;8;16;-8
202001;350590;R;2;2;0
202001;350590;S;8;13;-5
202001;350600;A;71;22;49
202001;350600;C;476;431;45
202001;350600;E;2;6;-4
202001;350600;F;646;433;213
202001;350600;G;1078;1313;-235
202001;350600;H;123;128;-5
202001;350600;I;294;299;-5
202001;350600;J;71;113;-42
202001;350600;K;33;48;-15
202001;350600;L;18;20;-2
202001;350600;M;156;139;17
202001;350600;N;716;685;31
202001;350600;O;0;1;-1
202001;350600;P;298;180;118
202001;350600;Q;266;278;-12
202001;350600;R;22;19;3
202001;350600;S;178;121;57
202001;350600;T;0;1;-1
202001;350610;A;75;1607;-1532
202001;350610;C;168;128;40
202001;350610;F;92;155;-63
202001;350610;G;232;265;-33
202001;350610;H;34;49;-15
202001;350610;I;39;28;11
202001;350610;J;7;4;3
202001;350610;K;5;5;0
202001;350610;L;1;3;-2
202001;350610;M;41;32;9
202001;350610;N;13;14;-1
202001;350610;P;39;23;16
202001;350610;Q;21;16;5
202001;350610;R;5;5;0
202001;350610;S;4;8;-4
202001;350620;C;3;5;-2
202001;350620;G;5;1;4
202001;350620;O;1;0;1
202001;350630;A;8;7;1
202001;350630;C;23;23;0
202001;350630;F;3;1;2
202001;350630;G;14;11;3
202001;350630;H;2;2;0
202001;350630;I;1;0;1
202001;350630;K;0;1;-1
202001;350630;M;1;0;1
202001;350630;N;0;0;0
202001;350630;O;1;0;1
202001;350630;Q;64;36;28
202001;350630;R;1;0;1
202001;350635;A;0;1;-1
202001;350635;C;2;6;-4
202001;350635;D;0;2;-2
202001;350635;F;22;16;6
202001;350635;G;106;178;-72
202001;350635;H;0;5;-5
202001;350635;I;65;89;-24
202001;350635;J;10;3;7
202001;350635;K;4;0;4
202001;350635;L;3;6;-3
202001;350635;M;5;2;3
202001;350635;N;42;73;-31
202001;350635;O;4;4;0
202001;350635;P;18;9;9
202001;350635;Q;16;11;5
202001;350635;R;13;6;7
202001;350635;S;31;69;-38
202001;350640;A;0;2;-2
202001;350640;C;11;6;5
202001;350640;G;10;14;-4
202001;350640;H;0;2;-2
202001;350640;J;0;2;-2
202001;350640;M;1;0;1
202001;350640;P;0;1;-1
202001;350650;A;12;8;4
202001;350650;C;788;242;546
202001;350650;E;0;1;-1
202001;350650;F;97;66;31
202001;350650;G;263;318;-55
202001;350650;H;6;43;-37
202001;350650;I;43;45;-2
202001;350650;J;14;14;0
202001;350650;K;6;3;3
202001;350650;L;4;3;1
202001;350650;M;48;14;34
202001;350650;N;52;31;21
202001;350650;O;1;4;-3
202001;350650;P;34;33;1
202001;350650;Q;50;35;15
202001;350650;R;5;4;1
202001;350650;S;16;16;0
202001;350660;A;9;15;-6
202001;350660;B;0;3;-3
202001;350660;C;13;6;7
202001;350660;F;1;0;1
202001;350660;G;29;54;-25
202001;350660;H;10;7;3
202001;350660;I;0;2;-2
202001;350660;K;1;0;1
202001;350660;N;2;3;-1
202001;350660;P;0;1;-1
202001;350660;S;14;3;11
202001;350670;A;6;25;-19
202001;350670;C;7;23;-16
202001;350670;F;4;1;3
202001;350670;G;16;18;-2
202001;350670;H;1;3;-2
202001;350670;I;2;2;0
202001;350670;M;0;1;-1
202001;350670;N;2;0;2
202001;350670;O;0;1;-1
202001;350670;P;1;2;-1
202001;350670;S;1;7;-6
202001;350680;A;1;2;-1
202001;350680;C;43;30;13
202001;350680;E;2;1;1
202001;350680;F;6;0;6
202001;350680;G;5;8;-3
202001;350680;H;2;1;1
202001;350680;I;1;1;0
202001;350680;K;1;0;1
202001;350680;M;2;0;2
202001;350680;O;0;2;-2
202001;350680;S;2;0;2
202001;350690;A;11;14;-3
202001;350690;B;2;1;1
202001;350690;C;3;3;0
202001;350690;E;0;11;-11
202001;350690;F;3;17;-14
202001;350690;G;11;15;-4
202001;350690;H;15;1;14
202001;350690;I;2;0;2
202001;350690;O;5;3;2
202001;350700;A;12;11;1
202001;350700;C;358;279;79
202001;350700;D;1;2;-1
202001;350700;E;1;2;-1
202001;350700;F;19;46;-27
202001;350700;G;99;129;-30
202001;350700;H;25;26;-1
202001;350700;I;34;41;-7
202001;350700;J;4;1;3
202001;350700;K;2;5;-3
202001;350700;L;3;2;1
202001;350700;M;10;5;5
202001;350700;N;44;42;2
202001;350700;O;6;6;0
202001;350700;P;33;17;16
202001;350700;Q;9;5;4
202001;350700;R;3;2;1
202001;350700;S;6;10;-4
202001;350710;A;0;1;-1
202001;350710;C;104;69;35
202001;350710;E;0;2;-2
202001;350710;G;31;36;-5
202001;350710;H;6;10;-4
202001;350710;I;1;2;-1
202001;350710;M;2;2;0
202001;350710;N;7;9;-2
202001;350710;O;2;4;-2
202001;350710;P;4;1;3
202001;350710;Q;2;1;1
202001;350710;S;1;1;0
202001;350715;A;3;29;-26
202001;350715;F;0;1;-1
202001;350715;G;0;2;-2
202001;350715;H;0;2;-2
202001;350715;O;5;10;-5
202001;350720;C;31;6;25
202001;350720;G;0;1;-1
202001;350720;S;1;0;1
202001;350730;A;4;2;2
202001;350730;C;13;17;-4
202001;350730;G;6;9;-3
202001;350730;H;5;5;0
202001;350730;I;0;1;-1
202001;350730;O;2;2;0
202001;350740;A;3;3;0
202001;350740;B;0;1;-1
202001;350740;C;45;13;32
202001;350740;F;11;3;8
202001;350740;G;29;32;-3
202001;350740;H;2;4;-2
202001;350740;I;0;2;-2
202001;350740;J;1;1;0
202001;350740;K;0;1;-1
202001;350740;M;1;1;0
202001;350740;N;0;2;-2
202001;350740;P;1;2;-1
202001;350740;Q;1;3;-2
202001;350740;R;0;1;-1
202001;350740;S;2;0;2
202001;350745;A;11;10;1
202001;350745;C;1;1;0
202001;350745;O;6;7;-1
202001;350750;A;48;129;-81
202001;350750;B;4;2;2
202001;350750;C;198;97;101
202001;350750;E;3;0;3
202001;350750;F;94;82;12
202001;350750;G;380;390;-10
202001;350750;H;89;67;22
202001;350750;I;73;60;13
202001;350750;J;11;13;-2
202001;350750;K;5;8;-3
202001;350750;L;7;2;5
202001;350750;M;59;26;33
202001;350750;N;384;320;64
202001;350750;O;0;1;-1
202001;350750;P;71;46;25
202001;350750;Q;82;74;8
202001;350750;R;6;9;-3
202001;350750;S;41;51;-10
202001;350760;A;26;68;-42
202001;350760;B;1;3;-2
202001;350760;C;439;341;98
202001;350760;D;3;2;1
202001;350760;E;5;2;3
202001;350760;F;93;55;38
202001;350760;G;406;604;-198
202001;350760;H;32;36;-4
202001;350760;I;111;123;-12
202001;350760;J;19;10;9
202001;350760;K;19;12;7
202001;350760;L;8;5;3
202001;350760;M;37;24;13
202001;350760;N;465;310;155
202001;350760;O;14;18;-4
202001;350760;P;111;70;41
202001;350760;Q;90;79;11
202001;350760;R;38;14;24
202001;350760;S;52;50;2
202001;350770;A;0;1;-1
202001;350770;C;2;1;1
202001;350770;G;1;1;0
202001;350770;I;0;1;-1
202001;350770;R;1;0;1
202001;350775;G;0;1;-1
202001;350780;A;19;7;12
202001;350780;C;38;29;9
202001;350780;F;61;28;33
202001;350780;G;56;64;-8
202001;350780;H;14;10;4
202001;350780;I;10;3;7
202001;350780;M;3;2;1
202001;350780;N;8;9;-1
202001;350780;P;2;1;1
202001;350780;Q;3;1;2
202001;350780;R;0;3;-3
202001;350780;S;6;3;3
202001;350790;A;28;40;-12
